2025-02-23 00:03:57.931 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/member/passenger/query-mine
2025-02-23 00:55:45.299 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:45.299 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:45.299 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-226]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
	at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:334)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:776)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-02-23 00:55:45.799 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/business/confirm-order/query-line-count/null
2025-02-23 00:55:45.799 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :36   [32m                  [0;39m 会员登录验证开始，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:45.799 INFO  com.xboss.train.gateway.utils.JwtUtil             :45   [32m                  [0;39m 开始JWT token校验，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:45.800 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:45.800 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:45.802 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-227]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
	at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:334)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:776)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-02-23 00:55:46.316 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/business/confirm-order/query-line-count/null
2025-02-23 00:55:46.316 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :36   [32m                  [0;39m 会员登录验证开始，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:46.316 INFO  com.xboss.train.gateway.utils.JwtUtil             :45   [32m                  [0;39m 开始JWT token校验，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:46.316 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:46.316 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:46.318 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-228]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
	at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:334)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:776)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-02-23 00:55:46.797 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/business/confirm-order/query-line-count/null
2025-02-23 00:55:46.800 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :36   [32m                  [0;39m 会员登录验证开始，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:46.800 INFO  com.xboss.train.gateway.utils.JwtUtil             :45   [32m                  [0;39m 开始JWT token校验，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:46.800 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:46.800 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:46.803 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-229]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
	at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:334)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:776)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-02-23 00:55:47.298 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/business/confirm-order/query-line-count/null
2025-02-23 00:55:47.300 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :36   [32m                  [0;39m 会员登录验证开始，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:47.300 INFO  com.xboss.train.gateway.utils.JwtUtil             :45   [32m                  [0;39m 开始JWT token校验，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:47.300 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:47.300 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:47.300 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-230]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
	at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:334)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:776)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-02-23 00:55:47.799 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/business/confirm-order/query-line-count/null
2025-02-23 00:55:47.799 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :36   [32m                  [0;39m 会员登录验证开始，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:47.799 INFO  com.xboss.train.gateway.utils.JwtUtil             :45   [32m                  [0;39m 开始JWT token校验，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:47.801 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:47.801 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:47.803 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-231]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
	at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:334)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:776)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-02-23 00:55:48.299 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/business/confirm-order/query-line-count/null
2025-02-23 00:55:48.300 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :36   [32m                  [0;39m 会员登录验证开始，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:48.300 INFO  com.xboss.train.gateway.utils.JwtUtil             :45   [32m                  [0;39m 开始JWT token校验，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:48.300 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:48.300 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:48.302 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-232]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
	at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:334)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:776)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-02-23 00:55:48.798 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/business/confirm-order/query-line-count/null
2025-02-23 00:55:48.798 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :36   [32m                  [0;39m 会员登录验证开始，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:48.800 INFO  com.xboss.train.gateway.utils.JwtUtil             :45   [32m                  [0;39m 开始JWT token校验，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:48.800 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:48.800 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:48.801 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-233]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
	at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:334)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:776)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:724)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:650)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:562)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
2025-02-23 00:55:49.298 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :32   [32m                  [0;39m 需要登录验证：/business/confirm-order/query-line-count/null
2025-02-23 00:55:49.298 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :36   [32m                  [0;39m 会员登录验证开始，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:49.298 INFO  com.xboss.train.gateway.utils.JwtUtil             :45   [32m                  [0;39m 开始JWT token校验，token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE3NDAyNDE5MjcsIm1vYmlsZSI6IjE4MzE4MjI3ODEwIiwiaWQiOjE3MDk2NDg5MTg4NTgsImV4cCI6MTc0MDMyODMyNywiaWF0IjoxNzQwMjQxOTI3fQ.kCdMPHBpTK5CzTECPV6AoJ9wkHgpgC_mH6kyuHYLfmE
2025-02-23 00:55:49.298 INFO  com.xboss.train.gateway.utils.JwtUtil             :50   [32m                  [0;39m JWT token校验结果：true
2025-02-23 00:55:49.298 INFO  com.xboss.train.gateway.config.LoginMemberFilter  :46   [32m                  [0;39m token有效，放行该请求
2025-02-23 00:55:49.303 ERROR o.s.b.a.w.r.error.AbstractErrorWebExceptionHandler:102  [32m                  [0;39m [597617c8-234]  500 Server Error for HTTP GET "/business/confirm-order/query-line-count/null"
io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: /127.0.0.1:8002
	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
Error has been observed at the following site(s):
	*__checkpoint ⇢ org.springframework.cloud.gateway.filter.WeightCalculatorWebFilter [DefaultWebFilterChain]
	*__checkpoint ⇢ HTTP GET "/business/confirm-order/query-line-count/null" [ExceptionHandlingWebHandler]
Original Stack Trace:
Caused by: java.net.ConnectException: Connection refused: no further information
	at java.base/sun.nio.ch.Net.pollConnect(Native Method)
	at java.base/sun.nio.ch.Net.pollConnectNow(Net.java:672)
	at java.base/sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:946)
	at io.netty.channel.socket.nio.NioSocketChannel.doFinishConnect(NioSocketChannel.java:337)
